_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry
783,0785,BURNHAMTHORPE RD,None,MARTIN GROVE RD,None,None,None,1967-01-26T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,783,9530968,13467307,,,,,783,,,,2022-05-16T00:00:00,2022-05-16T00:00:00,2022-05-16T00:00:00,2022-05-16T00:00:00,None,"{""coordinates"": [[-79.5489809979942, 43.64880599644865]], ""type"": ""MultiPoint""}"
784,0786,EGLINTON AVE W,None,MARTIN GROVE RD,None,None,None,1960-01-01T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,784,12377332,13463137,1,1,,,784,1,,,,,,,None,"{""coordinates"": [[-79.56317600349855, 43.674477002843155]], ""type"": ""MultiPoint""}"
785,0787,MARTIN GROVE RD,None,THE WESTWAY,REDGRAVE DR,None,None,1969-06-02T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,785,909297,13461594,,,,,785,,,,2022-11-14T00:00:00,2022-11-14T00:00:00,2022-11-14T00:00:00,2022-11-14T00:00:00,None,"{""coordinates"": [[-79.56716299871547, 43.68333600328396]], ""type"": ""MultiPoint""}"
786,0788,MARTIN GROVE RD,None,401 X W MARTIN GROVE RAMP,None,None,HWY 401 W/B,1966-01-01T00:00:00,TransSuite,None,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,786,908872,13459849,,,1,,786,,1,,,,,,None,"{""coordinates"": [[-79.57153100178142, 43.692903996026004]], ""type"": ""MultiPoint""}"
787,0789,MARTIN GROVE RD,None,BELFIELD RD,None,None,None,1969-11-17T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,787,908310,13458216,,,,,787,,,,2024-04-05T00:00:00,2024-04-05T00:00:00,2024-04-05T00:00:00,2024-04-05T00:00:00,None,"{""coordinates"": [[-79.57563200055945, 43.70194800021715]], ""type"": ""MultiPoint""}"
788,0790,REXDALE BLVD,None,MARTIN GROVE RD,None,None,None,1963-03-11T23:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,788,907996,13456327,,,,,788,,,,,,,,None,"{""coordinates"": [[-79.58111699776741, 43.71384399932573]], ""type"": ""MultiPoint""}"
789,0791,ALBION RD,None,MARTIN GROVE RD,None,None,None,1968-08-30T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,789,906865,13452047,,,,,789,,,,,,,,None,"{""coordinates"": [[-79.5942100026002, 43.74192399604734]], ""type"": ""MultiPoint""}"
790,0792,BLOOR ST W,None,THE EAST MALL,None,None,None,1965-12-11T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,790,912471,13468751,,,,,790,,,,2026-01-23T00:00:00,2026-01-23T00:00:00,2026-01-23T00:00:00,2026-01-23T00:00:00,None,"{""coordinates"": [[-79.55670899971783, 43.63692900095772]], ""type"": ""MultiPoint""}"
791,0793,BLOOR ST W,None,THE WEST MALL,None,None,None,1965-07-16T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,791,912526,13468898,,,,,791,,,,2025-03-18T00:00:00,2025-03-18T00:00:00,2025-03-18T00:00:00,2025-03-18T00:00:00,None,"{""coordinates"": [[-79.56231799595565, 43.635625002979666]], ""type"": ""MultiPoint""}"
792,0794,DIXON RD,None,401 X E DIXON W RAMP,None,None,E/B OFF RAMP,1968-12-20T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,792,908832,13459955,,,,,792,,,,,,,,None,"{""coordinates"": [[-79.56772799804662, 43.692223996470275]], ""type"": ""MultiPoint""}"
793,0795,WESTON RD,None,GAYDON AVE,LILAC AVE,None,None,1969-12-17T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,793,445074,13455182,,,,,793,,,,,,,,None,"{""coordinates"": [[-79.53750099439836, 43.72037599634986]], ""type"": ""MultiPoint""}"
794,0796,CALEDONIA RD,None,KITCHENER AVE,None,None,None,1962-10-23T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,794,8232,13460292,,,,,794,,,,,,,,None,"{""coordinates"": [[-79.4605500024497, 43.68899999984255]], ""type"": ""MultiPoint""}"
795,0797,CALEDONIA RD,None,CASTLEFIELD AVE,None,None,None,1962-10-23T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,795,9086205,13458553,,,,,795,,,,,,,,None,"{""coordinates"": [[-79.46352299753401, 43.69844200207343]], ""type"": ""MultiPoint""}"
796,0798,CASTLEFIELD AVE,None,KINCORT ST,None,None,None,1967-08-16T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,796,7622,13458825,,,,,796,,,,2025-06-27T00:00:00,2025-06-27T00:00:00,2025-06-27T00:00:00,2025-06-27T00:00:00,None,"{""coordinates"": [[-79.46797400093342, 43.69701199623468]], ""type"": ""MultiPoint""}"
797,0799,OAKWOOD AVE,None,ROGERS RD,None,None,None,1969-03-13T23:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,797,8571266,13460587,,,,,797,,,,,,2021-08-09T00:00:00,2021-08-09T00:00:00,None,"{""coordinates"": [[-79.43869300165991, 43.687134001552415]], ""type"": ""MultiPoint""}"
798,0800,ROGERS RD,None,CALEDONIA RD,None,None,None,1962-10-23T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,798,8834,13461384,,,,,798,,,,,,2021-08-09T00:00:00,2021-08-09T00:00:00,None,"{""coordinates"": [[-79.45802099740537, 43.68309499921397]], ""type"": ""MultiPoint""}"
799,0801,ROGERS RD,None,SILVERTHORN AVE,None,None,None,1962-10-23T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,799,7219445,13461451,,,,,799,,,,2021-08-09T00:00:00,2021-08-09T00:00:00,2021-08-09T00:00:00,2021-08-09T00:00:00,None,"{""coordinates"": [[-79.46332100408723, 43.682774998886124]], ""type"": ""MultiPoint""}"
800,0802,VAUGHAN RD,None,WINONA DR,None,None,None,1960-08-25T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,800,30106845,13460056,,,,,800,1,,,2021-10-29T00:00:00,2021-10-29T00:00:00,,,None,"{""coordinates"": [[-79.43576599925576, 43.68991500235331]], ""type"": ""MultiPoint""}"
801,0803,OAKWOOD AVE,None,VAUGHAN RD,None,None,None,1960-08-25T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,801,7968,13459587,,,,,801,,,,,,2020-09-07T00:00:00,2020-09-07T00:00:00,None,"{""coordinates"": [[-79.44084399505425, 43.692654002156154]], ""type"": ""MultiPoint""}"
802,0804,MARLEE AVE,None,GLENCAIRN AVE,None,None,None,1958-01-31T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,802,11382462,13456841,1,,,,802,,,,2018-09-27T00:00:00,2018-09-27T00:00:00,2022-02-17T00:00:00,2022-02-17T00:00:00,East & West: Crosswalk,"{""coordinates"": [[-79.44381000012318, 43.708998999165665]], ""type"": ""MultiPoint""}"
803,0805,MARLEE AVE,None,ROSELAWN AVE,None,None,None,1969-12-16T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,803,30069553,13457929,,,,,803,,,,2022-02-17T00:00:00,2022-02-17T00:00:00,2022-02-17T00:00:00,2022-02-17T00:00:00,None,"{""coordinates"": [[-79.44110900555447, 43.702253003085275]], ""type"": ""MultiPoint""}"
804,0806,CUMMER AVE,None,WILLOWDALE AVE,None,None,None,1964-09-29T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,804,437149,13445027,,,,,804,,,,,,,,None,"{""coordinates"": [[-79.40991699477803, 43.78866300242386]], ""type"": ""MultiPoint""}"
805,0807,FINCH AVE E,None,WILLOWDALE AVE,None,None,None,1964-09-17T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,805,437752,13445882,1,1,,,805,,,,,,,,None,"{""coordinates"": [[-79.40710500005324, 43.78162500435393]], ""type"": ""MultiPoint""}"
806,0808,FINCH AVE W,None,SENTINEL RD,None,None,None,1968-03-11T23:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,806,30095428,13448931,,1,,,806,,,,,,,,None,"{""coordinates"": [[-79.50000399904035, 43.76106300198329]], ""type"": ""MultiPoint""}"
807,0809,FINCH AVE W,None,400 N FINCH E RAMP,None,None,N/B OFF RAMP,1969-07-16T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,807,440889,13449874,,,,,807,,1,,,,,,None,"{""coordinates"": [[-79.52852800329215, 43.75495600410101]], ""type"": ""MultiPoint""}"
808,0810,FINCH AVE W,None,SIGNET DR,ARROW RD,None,None,1968-07-02T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,808,441054,13450142,,1,,,808,,,,,,,,None,"{""coordinates"": [[-79.53626299973963, 43.75329000347145]], ""type"": ""MultiPoint""}"
809,0811,FINCH AVE W,None,MILVAN DR,RUMIKE RD,None,None,1968-02-27T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,809,10340969,13450665,,1,,,809,,,,2020-08-17T00:00:00,2020-08-17T00:00:00,2020-08-17T00:00:00,2020-08-17T00:00:00,None,"{""coordinates"": [[-79.5523160037562, 43.74994400443015]], ""type"": ""MultiPoint""}"
810,0812,FINCH AVE W,None,SENLAC RD,None,None,None,1966-11-28T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,810,9065918,13446584,,1,,,810,,,,2021-02-01T00:00:00,2021-02-01T00:00:00,2021-02-01T00:00:00,2021-02-01T00:00:00,None,"{""coordinates"": [[-79.43025500505931, 43.776493002491044]], ""type"": ""MultiPoint""}"
811,0813,WILSON AVE,None,CLAYSON RD,PRIVATE ACCESS,None,None,1965-06-07T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,811,445318,13455580,,,,,811,,,,,,2023-12-20T00:00:00,2023-12-20T00:00:00,None,"{""coordinates"": [[-79.5230460024399, 43.71770299623687]], ""type"": ""MultiPoint""}"
812,0814,WILSON AVE,None,HWY 401 WB OFF RAMP,None,None,EAST OF LAURENTIA CRES,1964-11-23T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,812,8005700,13452576,,,,,812,,,,2023-12-20T00:00:00,2023-12-20T00:00:00,2023-12-20T00:00:00,2023-12-20T00:00:00,None,"{""coordinates"": [[-79.43786999542398, 43.736570001651266]], ""type"": ""MultiPoint""}"
813,0815,WILSON AVE,None,LEXFIELD AVE,HIGHVIEW AVE,None,None,1968-03-11T23:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,813,444641,13454661,,,,,813,,,,,,,,None,"{""coordinates"": [[-79.49676999595569, 43.72335699697927]], ""type"": ""MultiPoint""}"
814,0816,EASTERN AVE,None,CHERRY ST,SUMACH ST,None,None,1964-12-17T00:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,814,3969874,13466055,1,1,,,814,,,,2022-08-24T00:00:00,2022-08-24T00:00:00,,,None,"{""coordinates"": [[-79.35853300007898, 43.65390599768001]], ""type"": ""MultiPoint""}"
815,0817,BROADVIEW AVE,None,EASTERN AVE,None,None,None,1950-12-15T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,815,1144315,13465575,,,,,815,,,,2021-11-03T00:00:00,2021-11-03T00:00:00,2023-11-29T00:00:00,2023-11-29T00:00:00,None,"{""coordinates"": [[-79.34889400094653, 43.65665799603142]], ""type"": ""MultiPoint""}"
816,0819,EASTERN AVE,None,CARLAW AVE,None,None,None,1951-06-28T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,816,1143977,13465276,,,,,816,,,,,,2023-04-06T00:00:00,2023-04-06T00:00:00,None,"{""coordinates"": [[-79.33895999744506, 43.658402000402596]], ""type"": ""MultiPoint""}"
817,0820,LAKE SHORE BLVD E,None,CHERRY ST,None,None,SOUTH INTERSECTION,1968-09-20T00:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,817,9212691,13466977,,,,,817,,,,,,,,None,"{""coordinates"": [[-79.35479899879628, 43.64819099775167]], ""type"": ""MultiPoint""}"
818,0821,QUEENS QUAY E,None,LOWER JARVIS ST,None,None,None,1962-12-06T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,818,30137691,13467665,,,,,818,1,,,,,2020-11-10T00:00:00,2020-11-10T00:00:00,None,"{""coordinates"": [[-79.36900000109345, 43.64393800398268]], ""type"": ""MultiPoint""}"
819,0822,DON MILLS RD,None,WYNFORD DR,MORIYAMA DR,None,None,1961-01-01T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,819,30135395,13454407,1,,,,819,,,,,,,,None,"{""coordinates"": [[-79.33957079998973, 43.72300945342708]], ""type"": ""MultiPoint""}"
820,0823,TRETHEWEY DR,None,TODD BAYLIS BLVD,PRIVATE ACCESS,None,None,1980-06-08T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,820,60010099,13459229,,,,,820,,,,2021-06-11T00:00:00,2021-06-11T00:00:00,2021-06-11T00:00:00,2021-06-11T00:00:00,None,"{""coordinates"": [[-79.4876260004423, 43.69522000174592]], ""type"": ""MultiPoint""}"
821,0824,WOODBINE AVE,None,EASTWOOD RD,CORLEY AVE,None,None,1955-12-14T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,821,30074478,13462196,,,,,821,1,,,2022-04-29T00:00:00,2022-04-29T00:00:00,2022-04-29T00:00:00,2022-04-29T00:00:00,None,"{""coordinates"": [[-79.30896100162367, 43.67646000188196]], ""type"": ""MultiPoint""}"
822,0825,COLLEGE ST,None,MC CAUL ST,None,None,None,1961-12-05T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,822,14022822,13465273,,1,,,822,,,,,,2024-01-17T00:00:00,2024-01-17T00:00:00,LPI on East & West Crosswalks,"{""coordinates"": [[-79.39348399398239, 43.659199003895814]], ""type"": ""MultiPoint""}"
823,0826,COLLEGE ST,None,AUGUSTA AVE,None,None,None,1961-12-21T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,823,8101232,13465581,,1,,,823,,,,2024-09-11T00:00:00,2024-09-11T00:00:00,,,None,"{""coordinates"": [[-79.40320000162806, 43.65738199979632]], ""type"": ""MultiPoint""}"
824,0827,COLLEGE ST,None,BEVERLEY ST,ST GEORGE ST,None,None,1929-08-17T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,824,1144296,13465356,1,1,,,824,,,1,,,2023-08-24T00:00:00,2023-08-24T00:00:00,2022 College Retiming Retainer - EW LPI Activated,"{""coordinates"": [[-79.39590200379347, 43.65870000038122]], ""type"": ""MultiPoint""}"
825,0828,COLLEGE ST,None,GRACE ST,None,None,None,1952-03-17T23:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,825,1144682,13466022,,1,,,825,,,,,,2025-01-14T00:00:00,2025-01-14T00:00:00,NB and SB LPI only,"{""coordinates"": [[-79.41560899580536, 43.65495100056314]], ""type"": ""MultiPoint""}"
826,0829,COLLEGE ST,None,OSSINGTON AVE,None,None,None,1948-10-05T23:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,826,1144782,13466116,1,1,,,826,,,1,,,,,None,"{""coordinates"": [[-79.42270499663722, 43.65439999619167]], ""type"": ""MultiPoint""}"
827,0830,COLLEGE ST,None,DOVERCOURT RD,None,None,None,1948-08-10T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,827,10576713,13466246,1,1,,,827,,,,2025-01-14T00:00:00,2025-01-14T00:00:00,2025-01-14T00:00:00,2025-01-14T00:00:00,None,"{""coordinates"": [[-79.42640399940743, 43.653600002648844]], ""type"": ""MultiPoint""}"
828,0831,COLLEGE ST,None,LANSDOWNE AVE,None,None,None,1948-10-13T23:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,828,1145401,13466699,,1,,,828,,,,2020-07-27T00:00:00,2020-07-27T00:00:00,2020-07-27T00:00:00,2020-07-27T00:00:00,LPI Implementation - 2020,"{""coordinates"": [[-79.43999900312897, 43.65101200007652]], ""type"": ""MultiPoint""}"
829,0832,RONCESVALLES AVE,None,HIGH PARK BLVD,FERMANAGH AVE,None,None,1955-11-15T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,829,1146413,13467486,,1,,,829,,,,2024-06-21T00:00:00,2024-06-21T00:00:00,2024-06-21T00:00:00,2024-06-21T00:00:00,None,"{""coordinates"": [[-79.44905900152129, 43.64633700140555]], ""type"": ""MultiPoint""}"
830,0833,RONCESVALLES AVE,None,HOWARD PARK AVE,None,None,None,1962-01-01T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,830,1145509,13466640,,1,,,830,,,,2024-06-21T00:00:00,2024-06-21T00:00:00,2024-06-21T00:00:00,2024-06-21T00:00:00,None,"{""coordinates"": [[-79.45106900333697, 43.65151499560827]], ""type"": ""MultiPoint""}"
831,0834,HARBORD ST,None,BRUNSWICK AVE,None,None,None,1950-05-30T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,831,14021575,13464820,1,,,,831,1,,,,,2021-01-28T00:00:00,2021-01-28T00:00:00,None,"{""coordinates"": [[-79.40603700189665, 43.662259999894175]], ""type"": ""MultiPoint""}"
832,0835,HARBORD ST,None,GRACE ST,None,None,None,1955-03-08T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,832,14019555,13465212,,,,,832,,,,2021-01-28T00:00:00,2021-01-28T00:00:00,2021-01-28T00:00:00,2021-01-28T00:00:00,None,"{""coordinates"": [[-79.41751299991088, 43.65993399826862]], ""type"": ""MultiPoint""}"
833,0836,OSSINGTON AVE,None,HARBORD ST,None,None,None,1956-09-20T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,833,14018443,13465447,,,,,833,,,,,,2020-11-03T00:00:00,2020-11-03T00:00:00,None,"{""coordinates"": [[-79.4243150052402, 43.658546996869944]], ""type"": ""MultiPoint""}"
834,0837,ST GEORGE ST,None,WILLCOCKS ST,None,None,None,1963-01-24T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,834,11227023,13464829,1,,,,834,,,,,,,,None,"{""coordinates"": [[-79.39762200502112, 43.66208399806305]], ""type"": ""MultiPoint""}"
835,0838,ST GEORGE ST,None,HARBORD ST,HOSKIN AVE,None,None,1948-11-19T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,835,14066667,13464524,1,,,,835,,,,2021-01-28T00:00:00,2021-01-28T00:00:00,2021-01-28T00:00:00,2021-01-28T00:00:00,None,"{""coordinates"": [[-79.39844400250756, 43.664108997745274]], ""type"": ""MultiPoint""}"
836,0839,HOSKIN AVE,None,TOWER RD,None,None,None,1960-09-20T00:00:00,TransSuite,None,PA - IPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,836,8128835,13464402,1,,,,836,,,,,,,,None,"{""coordinates"": [[-79.39574199875118, 43.664685999501074]], ""type"": ""MultiPoint""}"
837,0840,DUPONT ST,None,SPADINA RD,None,None,None,1941-03-07T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,837,1141292,13462730,,,,,837,,,,,,2022-01-20T00:00:00,2022-01-20T00:00:00,None,"{""coordinates"": [[-79.40712199552273, 43.67485699954096]], ""type"": ""MultiPoint""}"
838,0841,DUPONT ST,None,CHRISTIE ST,None,None,None,1946-01-04T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,838,1141895,13463277,1,,,,838,,,,2020-10-08T00:00:00,2020-10-08T00:00:00,2022-11-14T00:00:00,2022-11-14T00:00:00,North-south LPI inhibit,"{""coordinates"": [[-79.42154399719946, 43.671622001970555]], ""type"": ""MultiPoint""}"
839,0842,DUPONT ST,None,OSSINGTON AVE,None,None,None,1952-08-29T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,839,1142342,13463585,,,,,839,,,,2022-11-11T00:00:00,2022-11-11T00:00:00,2022-11-11T00:00:00,2022-11-11T00:00:00,None,"{""coordinates"": [[-79.4290190008019, 43.670031996501194]], ""type"": ""MultiPoint""}"
840,0843,DOVERCOURT RD,None,DUPONT ST,None,None,None,1957-06-20T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,840,1142323,13463664,,,,,840,,,,2022-12-05T00:00:00,2022-12-05T00:00:00,2022-12-05T00:00:00,2022-12-05T00:00:00,None,"{""coordinates"": [[-79.4327599958462, 43.669702001122864]], ""type"": ""MultiPoint""}"
841,0844,LANSDOWNE AVE,None,DUPONT ST,None,None,None,1948-10-14T23:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,841,11394969,13464191,1,,1,,841,,,,,,,,None,"{""coordinates"": [[-79.44646099433211, 43.666725000262815]], ""type"": ""MultiPoint""}"
842,0845,DUPONT ST,None,SYMINGTON AVE,None,None,None,1950-05-31T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,842,11395269,13464361,,,,,842,,,,,,,,None,"{""coordinates"": [[-79.45125000061343, 43.66574599727396]], ""type"": ""MultiPoint""}"
843,0846,ANNETTE ST,None,HIGH PARK AVE,None,None,None,1950-01-06T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,843,8005169,13464852,1,,,,843,,,,2021-12-21T00:00:00,2021-12-21T00:00:00,2021-12-21T00:00:00,2021-12-21T00:00:00,None,"{""coordinates"": [[-79.46925999863514, 43.66287899561989]], ""type"": ""MultiPoint""}"
844,0847,ANNETTE ST,None,RUNNYMEDE RD,None,None,None,1948-01-10T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,844,7985606,13465319,1,,,,844,,,,2021-11-12T00:00:00,2021-11-12T00:00:00,,,None,"{""coordinates"": [[-79.48001500181464, 43.66006000062772]], ""type"": ""MultiPoint""}"
845,0848,RUNNYMEDE RD,None,ST JOHNS RD,None,None,None,1966-02-23T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,845,14015015,13464724,1,,,,845,,,,2021-11-12T00:00:00,2021-11-12T00:00:00,2021-11-12T00:00:00,2021-11-12T00:00:00,None,"{""coordinates"": [[-79.48139800570824, 43.66380699807464]], ""type"": ""MultiPoint""}"
846,0849,HALLAM ST,None,DOVERCOURT RD,None,None,None,1961-06-16T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,846,8015671,13464073,,,,,846,,,,2020-11-18T00:00:00,2020-11-18T00:00:00,2020-11-18T00:00:00,2020-11-18T00:00:00,"NS Leading Pedestrian Interval - NSWK comes up 5 seconds before NS vehicle green
EW Leading Pedestrian Interval - EWWK comes up 5 seconds before EW vehicle green","{""coordinates"": [[-79.43171799896594, 43.66718000221993]], ""type"": ""MultiPoint""}"
847,0850,OSSINGTON AVE,None,HALLAM ST,None,None,None,1957-01-03T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,847,8015302,13463938,,,,,847,,,,2020-11-03T00:00:00,2020-11-03T00:00:00,2020-11-03T00:00:00,2020-11-03T00:00:00,None,"{""coordinates"": [[-79.42815500036076, 43.66795400342949]], ""type"": ""MultiPoint""}"
848,0851,LANSDOWNE AVE,None,WALLACE AVE,None,None,None,1961-11-27T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,848,1143820,13464892,,,,,848,,,,,,,,None,"{""coordinates"": [[-79.44441599924124, 43.66235899599729]], ""type"": ""MultiPoint""}"
